TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionAmount_Binned,CustomerAge_Binned,Target
144.1,2023-07-07 17:24:42,Debit,Chicago,Branch,57.0,Doctor,30.0,1.0,11523.64,2024-11-04 8:10:03,0,3,2
72.5,2023-04-10 17:48:18,Debit,Fort Worth,ATM,40.0,Doctor,30.0,1.0,12723.62,2024-11-04 8:11:48,0,1,0
22.15,2023-05-03 16:26:08,Debit,Denver,Branch,44.0,Doctor,73.0,1.0,7451.83,2024-11-04 8:11:03,0,2,0
777.92,2023-06-12 18:56:58,Debit,Austin,Branch,62.0,Doctor,97.0,1.0,7061.58,2024-11-04 8:09:32,4,3,2
790.07,2023-05-26 17:32:29,Debit,Miami,Online,28.0,Student,197.0,1.0,985.7700000000001,2024-11-04 8:10:46,4,0,2
767.41,2023-09-07 16:28:19,Debit,Fort Worth,ATM,56.0,Doctor,26.999999999999996,1.0,12799.34,2024-11-04 8:08:55,4,3,2
49.67,2023-02-20 18:48:52,Debit,Atlanta,Online,21.0,Student,146.0,1.0,842.94,2024-11-04 8:08:23,0,0,0
702.87,2023-06-07 17:06:21,Debit,Washington,ATM,19.0,Student,183.99999999999997,1.0,1237.5,2024-11-04 8:11:14,3,0,2
133.56,2023-01-24 18:43:06,Debit,nan,Online,25.0,Student,177.0,1.0,783.8299999999999,2024-11-04 8:06:58,0,0,0
52.87,2023-03-31 17:25:22,Debit,Indianapolis,Branch,24.0,Student,70.0,1.0,960.96,2024-11-04 8:11:49,0,0,0
179.0,2023-09-06 16:01:35,Debit,Houston,ATM,78.0,Retired,121.0,1.0,7310.88,2024-11-04 8:10:18,0,4,2
384.11,2023-05-15 16:35:43,Debit,Fort Worth,ATM,58.0,Retired,12.0,1.0,7902.5199999999995,2024-11-04 8:06:36,2,3,2
227.61,2023-08-07 16:16:26,Debit,Houston,Online,71.0,Retired,61.00000000000001,1.0,4405.28,2024-11-04 8:07:41,1,4,2
40.83,2023-08-16 16:40:51,Debit,Indianapolis,ATM,48.0,Engineer,24.0,1.0,3944.12,2024-11-04 8:12:04,0,2,2
19.76,2023-03-31 17:50:09,Debit,Nashville,ATM,20.0,Student,240.0,1.0,1523.04,nan,0,0,0
484.24,2023-05-29 16:40:15,Debit,Raleigh,Branch,67.0,Doctor,77.0,1.0,8042.299999999999,2024-11-04 8:06:44,2,3,2
297.65646754281164,2023-06-19 16:59:35,Debit,Houston,Online,33.0,Doctor,110.0,1.0,5531.93,2024-11-04 8:06:25,1,1,2
301.47,2023-01-26 16:13:15,Debit,Colorado Springs,Branch,21.0,Student,291.0,1.0,560.73,2024-11-04 8:09:25,1,0,0
199.09,2023-05-19 16:54:16,Debit,Detroit,Online,70.0,Doctor,89.0,1.0,1658.52,2024-11-04 8:08:46,1,4,2
38.95,2023-10-18 16:44:17,Debit,Los Angeles,Online,27.0,Engineer,50.00000000000001,1.0,731.52,nan,0,0,1
515.94,2023-12-22 16:42:33,Debit,San Francisco,ATM,29.0,Engineer,37.0,1.0,1389.89,2024-11-04 8:11:10,2,0,1
41.93,2023-02-13 16:44:18,Debit,Fresno,ATM,48.0,Engineer,136.0,1.0,5081.26,2024-11-04 8:06:24,0,2,0
137.84,2023-11-13 16:03:01,Debit,Omaha,ATM,27.0,Student,119.42293906810038,1.0,1000.3500000000001,2024-11-04 8:09:26,0,0,1
95.35,2023-07-26 16:27:19,Debit,Chicago,Online,21.0,Student,131.0,1.0,1639.9,2024-11-04 8:07:22,0,0,2
93.14,2023-01-02 16:47:11,Debit,Memphis,Online,67.0,Retired,151.0,1.0,5473.82,2024-11-04 8:07:53,0,3,0
76.89,2023-05-10 17:49:57,Debit,Chicago,ATM,55.0,Doctor,132.0,1.0,5113.438123505977,2024-11-04 8:10:31,0,2,2
233.71,2023-03-13 17:30:20,Debit,Jacksonville,Online,19.0,Student,297.0,1.0,1231.98,2024-11-04 8:12:09,1,0,0
14.92,2023-05-22 16:51:28,Debit,Las Vegas,Branch,26.0,Engineer,120.0,1.0,6611.26,2024-11-04 8:07:33,0,0,2
242.17,2023-06-08 16:28:29,Debit,Jacksonville,ATM,60.0,Doctor,147.0,1.0,883.7199999999999,2024-11-04 8:10:41,1,3,2
122.98,2023-07-24 16:15:58,Debit,Jacksonville,Online,79.0,Retired,228.0,1.0,5055.99,2024-11-04 8:09:50,0,4,2
129.35,2023-08-28 16:31:48,Debit,Las Vegas,ATM,52.0,Engineer,130.0,1.0,7166.88,2024-11-04 8:09:41,0,2,2
138.33,2023-07-07 17:58:29,Debit,Dallas,Online,21.0,Student,69.00000000000001,1.0,232.56,2024-11-04 8:09:17,0,0,2
39.31,2023-10-30 17:24:55,Debit,Portland,Online,25.0,Student,178.0,1.0,1236.38,2024-11-04 8:06:47,0,0,1
91.85,2023-10-16 16:50:31,Debit,Seattle,Online,21.0,Student,148.0,1.0,802.09,2024-11-04 8:12:14,0,0,1
277.7,2023-06-22 16:38:46,Debit,Nashville,Branch,58.0,Engineer,107.0,1.0,1423.2,2024-11-04 8:11:43,1,3,2
114.03,2023-11-24 16:30:21,Debit,Portland,ATM,51.0,Doctor,172.0,1.0,13388.56,2024-11-04 8:11:42,0,2,1
31.19,2023-04-25 16:23:59,Debit,Charlotte,ATM,52.0,Engineer,74.0,1.0,5545.96,2024-11-04 8:09:33,0,2,0
742.26,2023-06-20 17:04:02,Debit,San Diego,Online,27.0,Engineer,36.0,1.0,7868.189999999999,2024-11-04 8:10:01,4,0,2
256.8,2023-02-24 16:49:51,Debit,Charlotte,ATM,26.0,Student,80.0,1.0,1128.38,2024-11-04 8:09:22,1,0,0
378.68,2023-01-06 17:23:59,Debit,Fort Worth,ATM,60.0,Doctor,239.0,1.0,7627.04,2024-11-04 8:07:11,2,3,0
571.93,2023-09-20 17:44:37,Debit,Washington,Online,52.0,Retired,119.0,1.0,4026.0300000000007,2024-11-04 8:06:42,3,2,1
205.58,2023-08-16 17:49:13,Debit,Portland,Online,20.0,Student,119.42293906810038,1.0,1501.95,2024-11-04 8:07:55,1,0,2
533.61,2023-12-20 16:17:11,Debit,Mesa,Online,48.0,Engineer,115.0,1.0,3656.93,2024-11-04 8:11:43,2,2,1
428.62,2023-06-05 16:02:04,Debit,Raleigh,Branch,55.0,Retired,72.0,1.0,3473.24,2024-11-04 8:10:24,2,2,2
361.22,2023-04-17 17:58:55,Debit,Raleigh,ATM,64.0,Retired,167.0,1.0,7061.73,2024-11-04 8:10:24,2,3,0
837.29,2023-11-27 16:14:25,Debit,Phoenix,Branch,25.0,Student,215.99999999999997,1.0,6012.67,2024-11-04 8:07:12,4,0,1
135.27,2023-08-10 16:16:41,Debit,Atlanta,ATM,48.0,Doctor,131.0,1.0,9410.51,2024-11-04 8:09:32,0,2,2
185.1,2023-08-08 16:21:01,Debit,Albuquerque,Branch,53.0,Retired,22.999999999999996,1.0,6115.63,2024-11-04 8:10:41,1,2,2
113.54,2023-09-22 16:42:46,Debit,Columbus,Online,38.0,Engineer,273.0,1.0,5581.21,2024-11-04 8:08:45,0,1,1
354.96,2023-11-29 16:27:38,Debit,Fort Worth,Online,69.0,Doctor,96.0,1.0,6712.94,2024-11-04 8:08:19,1,4,1
224.22,2023-01-23 18:45:00,Debit,Fresno,Branch,53.0,Doctor,37.0,1.0,8400.87,2024-11-04 8:12:18,1,2,0
737.1,2023-07-19 16:11:01,Debit,Washington,ATM,60.0,Retired,91.99999999999999,1.0,4644.19,2024-11-04 8:11:08,4,3,2
223.22,2023-07-17 16:20:27,Debit,Fort Worth,ATM,27.0,Student,96.0,1.0,1734.22,2024-11-04 8:08:15,1,0,2
557.26,2023-10-04 17:06:57,Debit,San Jose,ATM,69.0,Doctor,53.00000000000001,1.0,5237.12,2024-11-04 8:09:49,3,4,1
27.44,2023-11-06 17:23:43,Debit,Boston,ATM,62.0,Retired,164.0,1.0,5950.48,2024-11-04 8:08:43,0,3,1
310.09,2023-11-24 16:49:29,Debit,Detroit,Branch,36.0,Doctor,166.0,1.0,9962.5,2024-11-04 8:10:52,1,1,1
80.38,2023-03-06 16:25:52,Debit,Kansas City,Online,52.0,Doctor,116.00000000000001,1.0,9662.88,2024-11-04 8:09:54,0,2,0
59.73,2023-05-22 16:38:39,Debit,Fresno,ATM,27.0,Student,56.0,1.0,800.93,2024-11-04 8:10:10,0,0,2
758.77,2023-06-23 16:12:15,Debit,San Antonio,ATM,60.0,Engineer,114.0,1.0,7231.47,2024-11-04 8:08:24,4,3,2
301.51,2023-02-24 16:33:33,Debit,Charlotte,ATM,22.0,Student,284.0,1.0,1052.31,2024-11-04 8:11:09,1,0,0
418.03,2023-09-04 17:46:40,Debit,Austin,nan,58.0,Doctor,161.0,1.0,10721.29,2024-11-04 8:08:43,2,3,2
483.92,2023-10-16 18:57:30,Debit,New York,ATM,70.0,Retired,115.0,1.0,3138.0,2024-11-04 8:06:59,2,4,1
78.93,2023-02-17 16:41:31,Debit,Mesa,ATM,38.0,Doctor,145.0,1.0,9916.24,2024-11-04 8:12:17,0,1,0
36.63,2023-05-04 17:02:55,Debit,Miami,ATM,75.0,Retired,261.0,1.0,7941.73,2024-11-04 8:07:35,0,4,0
87.85,2023-12-13 17:25:54,Debit,Colorado Springs,Branch,49.0,Engineer,63.0,1.0,3753.2400000000002,2024-11-04 8:07:16,0,2,1
705.34,2023-09-12 18:52:56,Debit,Washington,Online,59.0,Doctor,123.99999999999999,1.0,5003.22,2024-11-04 8:12:18,3,3,1
116.89,2023-11-20 16:31:15,Debit,Columbus,Online,71.0,Retired,226.0,1.0,4880.31,2024-11-04 8:06:37,0,4,1
106.41,2023-01-16 16:37:34,Debit,Los Angeles,Branch,57.0,Retired,87.0,1.0,1310.38,2024-11-04 8:07:01,0,3,0
584.41,2023-01-02 16:51:47,Debit,Las Vegas,ATM,23.0,Student,41.0,1.0,4475.22,2024-11-04 8:11:29,3,0,0
79.21,2023-11-24 17:52:34,Debit,Colorado Springs,Branch,56.0,Retired,140.0,1.0,1615.04,2024-11-04 8:07:01,0,3,1
335.7,2023-01-30 17:47:41,Debit,El Paso,ATM,80.0,nan,57.0,1.0,6601.44,2024-11-04 8:10:11,1,4,0
422.81,2023-11-20 16:07:20,Debit,Los Angeles,Branch,28.0,Student,193.0,1.0,1929.2799999999997,2024-11-04 8:10:28,2,0,1
135.43,2023-10-06 16:14:51,Debit,San Jose,ATM,57.0,Retired,91.99999999999999,1.0,5315.83,2024-11-04 8:08:57,0,3,1
584.88,nan,Debit,Philadelphia,ATM,26.0,Student,121.0,1.0,548.45,2024-11-04 8:11:03,3,0,1
308.94,2023-04-03 16:35:29,Debit,Los Angeles,Online,25.0,Student,167.0,1.0,1931.6599999999999,2024-11-04 8:07:47,1,0,0
295.93,2023-02-20 17:26:39,Debit,Boston,Branch,36.0,Doctor,117.0,1.0,1050.63,2024-11-04 8:09:56,1,1,0
77.44,2023-06-26 16:28:59,Debit,Washington,Branch,58.0,Retired,268.0,1.0,1950.63,2024-11-04 8:10:59,0,3,2
291.68,2023-08-07 18:07:57,Debit,Columbus,ATM,21.0,Student,90.0,1.0,1451.02,2024-11-04 8:11:59,1,0,2
56.96,2023-06-26 17:38:30,Debit,Albuquerque,ATM,22.0,Student,135.0,1.0,1597.85,2024-11-04 8:07:18,0,0,2
436.8,2023-07-03 16:15:11,Debit,Seattle,Online,27.0,Student,91.99999999999999,1.0,1256.33,2024-11-04 8:10:00,2,0,2
259.49,2023-06-09 16:31:56,Debit,Austin,Online,72.0,Retired,292.0,1.0,7320.61,2024-11-04 8:07:31,1,4,2
726.26,2023-02-13 17:13:49,Debit,Omaha,Online,57.0,Retired,147.0,1.0,2150.38,2024-11-04 8:06:49,4,3,0
568.68,2023-04-25 18:47:16,Debit,Houston,ATM,72.0,Retired,101.0,1.0,2940.04,2024-11-04 8:08:39,3,4,0
77.57,2023-12-13 17:02:21,Debit,Atlanta,Online,49.0,nan,225.0,1.0,12801.93,2024-11-04 8:07:54,0,2,1
61.330000000000005,2023-09-20 18:18:00,Debit,Raleigh,ATM,27.0,Engineer,129.0,1.0,7537.400000000001,2024-11-04 8:06:27,0,0,1
27.64,2023-06-09 17:14:26,Debit,New York,Online,54.0,Engineer,22.999999999999996,1.0,7498.509999999999,2024-11-04 8:08:22,0,2,2
3.85,2023-04-17 16:27:27,Debit,San Jose,ATM,29.0,Doctor,32.0,1.0,10506.41,2024-11-04 8:08:51,0,0,0
178.55,2023-12-15 16:16:30,Debit,Houston,Branch,55.0,Engineer,67.0,1.0,7568.400000000001,2024-11-04 8:12:21,0,2,1
248.76,2023-05-24 16:12:18,Debit,Denver,ATM,18.0,Student,56.0,1.0,546.46,2024-11-04 8:06:33,1,0,2
76.16,2023-11-21 16:45:29,Debit,San Francisco,ATM,23.0,Student,99.0,1.0,1072.25,2024-11-04 8:12:04,0,0,1
347.25,2023-01-30 18:49:52,Debit,Indianapolis,ATM,69.0,Doctor,250.0,1.0,7273.55,2024-11-04 8:08:01,1,4,0
325.98,2023-07-20 16:58:39,Debit,Washington,ATM,19.0,Student,277.0,1.0,782.35,2024-11-04 8:08:23,1,0,2
249.56000000000003,2023-11-20 16:05:05,Debit,New York,Branch,76.0,Retired,246.0,1.0,4444.95,2024-11-04 8:11:08,1,4,1
17.43,2023-02-23 16:21:38,Debit,Albuquerque,ATM,56.0,Doctor,33.0,1.0,10658.88,2024-11-04 8:08:36,0,3,0
585.58,2023-09-04 16:13:40,Debit,Raleigh,Branch,23.0,Student,55.0,1.0,1729.02,2024-11-04 8:09:16,3,0,2
331.98,2023-08-28 16:40:01,Debit,Denver,ATM,74.0,Retired,12.0,1.0,7600.99,2024-11-04 8:09:26,1,4,2
199.54,2023-10-10 17:24:33,Debit,Portland,Online,56.0,Engineer,268.0,1.0,9603.73,2024-11-04 8:10:49,1,3,1
212.97,2023-11-14 16:56:34,Debit,Atlanta,Online,59.0,Engineer,178.0,1.0,4180.4,2024-11-04 8:10:42,1,3,1
270.56,2023-02-17 16:57:32,Debit,Philadelphia,Online,23.0,Student,139.0,1.0,1268.44,2024-11-04 8:08:05,1,0,0
306.37,2023-06-27 18:26:08,Debit,Colorado Springs,ATM,26.0,Engineer,120.0,1.0,9609.67,2024-11-04 8:07:43,1,0,2
98.48,2023-02-16 17:14:41,Debit,Miami,Branch,47.0,Engineer,12.0,1.0,9538.92,2024-11-04 8:11:29,0,2,0
889.01,2023-08-29 17:55:07,Debit,Virginia Beach,Online,36.0,Engineer,169.0,1.0,4826.88,2024-11-04 8:11:23,4,1,2
537.86,2023-09-19 16:44:21,Debit,Kansas City,Online,27.0,Student,134.0,1.0,293.06,2024-11-04 8:09:27,2,0,1
241.18,2023-05-30 18:29:15,Debit,Mesa,ATM,25.0,Student,162.0,1.0,1445.53,2024-11-04 8:06:56,1,0,2
130.54,2023-04-05 17:20:36,Debit,Atlanta,ATM,64.0,Doctor,94.0,1.0,11204.62,2024-11-04 8:09:50,0,3,0
8.81,2023-05-22 16:57:30,Debit,Dallas,Online,57.0,Doctor,165.0,1.0,13523.65,2024-11-04 8:09:40,0,3,2
28.52,2023-06-02 16:54:12,Debit,Detroit,ATM,20.0,Student,163.0,1.0,662.51,2024-11-04 8:08:28,0,0,2
199.23,2023-09-04 16:04:27,Debit,Tucson,ATM,29.0,Engineer,53.99999999999999,1.0,9834.0,2024-11-04 8:07:46,1,0,2
42.26,2023-10-26 16:19:25,Debit,Raleigh,ATM,44.0,Doctor,171.0,1.0,268.77,2024-11-04 8:09:35,0,2,1
166.06,2023-07-14 16:06:06,Debit,Indianapolis,ATM,30.0,Engineer,172.0,1.0,5397.68,2024-11-04 8:07:04,0,0,2
357.72,2023-08-07 17:29:48,Debit,Miami,ATM,53.0,Retired,25.000000000000004,1.0,7659.500000000001,2024-11-04 8:11:19,1,2,2
588.37,2023-01-05 17:48:29,Debit,Dallas,Online,28.0,Student,284.0,1.0,1926.0799999999997,2024-11-04 8:07:39,3,0,0
72.82,2023-11-10 16:50:35,Debit,Houston,Online,68.0,Doctor,127.0,1.0,6911.62,2024-11-04 8:06:49,0,4,1
162.36,2023-11-22 16:10:32,Debit,Tucson,Online,36.0,Engineer,147.0,1.0,7527.040000000001,2024-11-04 8:09:02,0,1,1
639.57,2023-12-18 16:25:18,Debit,Philadelphia,Branch,60.0,Doctor,43.0,1.0,11726.47,2024-11-04 8:12:02,3,3,1
58.23,2023-07-26 17:25:23,Debit,Phoenix,Online,28.0,Student,34.0,1.0,9189.76,2024-11-04 8:09:59,0,0,2
297.65646754281164,2023-03-20 18:51:53,Debit,Portland,Branch,21.0,Student,117.0,1.0,6178.77,2024-11-04 8:09:07,1,0,0
188.61,2024-01-01 17:16:23,Debit,Boston,Online,67.0,Retired,26.0,1.0,7167.57,2024-11-04 8:06:23,1,3,1
50.28,2023-02-02 16:20:28,Debit,Oklahoma City,Branch,60.0,Engineer,65.0,1.0,5729.1,2024-11-04 8:06:46,0,3,0
70.68,2023-11-22 17:01:08,Debit,El Paso,Online,25.0,Student,105.0,1.0,1478.41,2024-11-04 8:10:55,0,0,1
261.77,2023-01-12 18:07:21,Debit,Chicago,Online,28.0,Student,45.99999999999999,1.0,824.7099999999999,2024-11-04 8:11:48,1,0,0
183.22,2023-10-05 18:40:15,Debit,Milwaukee,ATM,27.0,Student,63.0,1.0,1024.42,2024-11-04 8:07:27,1,0,1
156.86,2023-01-30 16:37:53,Debit,Charlotte,ATM,51.0,Doctor,102.0,1.0,14453.35,2024-11-04 8:10:27,0,2,0
120.67,2023-12-25 18:16:39,Debit,Colorado Springs,ATM,42.0,Doctor,233.0,1.0,5374.54,2024-11-04 8:12:08,0,1,1
506.81,2023-12-20 16:17:24,Debit,Milwaukee,ATM,59.0,Engineer,41.0,1.0,2757.23,2024-11-04 8:08:00,2,3,1
328.39,2023-11-09 16:47:01,Debit,New York,ATM,41.0,Engineer,107.99999999999999,1.0,2523.83,2024-11-04 8:11:57,1,1,1
796.3,2023-03-22 16:03:01,Debit,Austin,Branch,67.0,Retired,64.0,1.0,1498.79,2024-11-04 8:08:32,4,3,0
72.47,2023-10-17 18:02:43,Debit,Boston,Online,29.0,Doctor,72.0,1.0,1305.56,2024-11-04 8:11:10,0,0,1
279.6,2023-05-31 16:28:06,Debit,Fort Worth,ATM,25.0,Student,131.0,1.0,1910.9000000000003,2024-11-04 8:06:53,1,0,2
304.2,2023-06-08 16:06:13,Debit,Indianapolis,Online,25.0,Student,102.0,1.0,423.64,2024-11-04 8:10:19,1,0,2
351.38,2023-06-26 18:41:55,Debit,New York,Branch,64.0,Retired,21.000000000000004,1.0,7606.63,2024-11-04 8:06:32,1,3,2
86.07,2023-11-20 18:40:45,Debit,Dallas,Branch,31.0,Doctor,22.999999999999996,1.0,842.5599999999998,2024-11-04 8:12:19,0,1,1
604.5,2023-08-08 18:39:24,Debit,Portland,ATM,28.0,Student,80.0,1.0,709.4199999999998,2024-11-04 8:06:32,3,0,2
258.7,2023-02-22 17:12:15,Debit,Charlotte,ATM,27.0,Student,123.0,1.0,1358.37,2024-11-04 8:06:36,1,0,0
63.75999999999999,2023-06-27 17:44:24,Debit,San Antonio,ATM,69.0,Retired,100.00000000000001,1.0,4980.26,2024-11-04 8:10:22,0,4,2
63.540000000000006,2023-05-22 18:23:18,Debit,Dallas,ATM,26.0,Engineer,136.0,1.0,4401.78,2024-11-04 8:07:31,0,0,2
81.11,2023-10-16 18:07:26,Debit,Charlotte,Online,48.0,Engineer,110.0,1.0,2051.37,2024-11-04 8:07:46,0,2,1
170.96,2023-12-28 16:46:46,Debit,Washington,Branch,64.0,Doctor,69.00000000000001,1.0,13374.89,2024-11-04 8:06:53,0,3,1
48.51,2023-01-09 17:22:18,Debit,Austin,Branch,22.0,Student,69.00000000000001,1.0,3363.23,2024-11-04 8:10:53,0,0,0
325.03,2023-01-11 17:04:19,Debit,Jacksonville,Branch,60.0,Doctor,106.0,1.0,13521.76,2024-11-04 8:10:08,1,3,0
125.83,2023-05-29 17:14:03,Debit,Los Angeles,nan,57.0,Retired,138.0,1.0,6109.86,2024-11-04 8:11:30,0,3,2
506.83,2023-04-24 17:27:12,Debit,Indianapolis,nan,37.0,Engineer,45.0,1.0,9975.79,2024-11-04 8:07:31,2,1,0
738.94,2023-10-09 18:54:21,Debit,Philadelphia,Branch,41.0,Doctor,173.0,1.0,13856.18,2024-11-04 8:08:51,4,1,1
225.1,2023-12-11 17:28:44,Debit,Boston,ATM,28.0,Student,35.0,1.0,1547.71,nan,1,0,1
359.51,2023-11-30 18:08:39,Debit,Charlotte,nan,79.0,Retired,157.0,1.0,7153.72,2024-11-04 8:12:11,2,4,1
720.46,2023-12-07 16:10:40,Debit,Tucson,Branch,54.0,Retired,44.0,1.0,3101.54,2024-11-04 8:08:35,4,2,1
291.46,2023-02-08 16:29:56,Debit,Miami,ATM,57.0,Retired,135.0,1.0,7142.53,2024-11-04 8:10:03,1,3,0
98.24,2023-04-10 17:58:46,Debit,Mesa,Online,28.0,Student,148.0,1.0,580.66,2024-11-04 8:08:58,0,0,0
45.9,2023-07-04 18:55:57,Debit,Columbus,Branch,56.0,Engineer,264.0,1.0,5698.25,2024-11-04 8:07:45,0,3,2
258.21,2023-11-27 17:19:31,Debit,San Antonio,Online,39.0,Doctor,225.0,1.0,9562.41,2024-11-04 8:10:11,1,1,1
287.51,2023-05-22 16:57:31,Debit,El Paso,Online,22.0,Student,255.0,1.0,187.65,2024-11-04 8:08:19,1,0,2
26.1,2023-02-17 16:21:21,Debit,Mesa,ATM,27.0,Student,32.0,1.0,1435.72,2024-11-04 8:07:09,0,0,0
436.77,2023-09-28 16:14:49,Debit,Jacksonville,ATM,20.0,Student,176.0,1.0,825.69,2024-11-04 8:09:11,2,0,1
25.29,2023-07-27 18:34:19,Debit,Miami,Online,50.0,nan,125.0,1.0,5374.69,2024-11-04 8:06:44,0,2,2
139.52,2023-09-22 18:02:42,Debit,Portland,Branch,23.0,Student,30.999999999999996,1.0,1570.22,2024-11-04 8:08:00,0,0,1
51.2,2023-03-13 18:45:47,Debit,Tucson,Online,18.0,Student,83.0,1.0,730.6,2024-11-04 8:06:44,0,0,0
2.51,2023-04-17 16:04:21,Debit,Baltimore,Online,63.0,Retired,32.0,1.0,4891.56,2024-11-04 8:11:22,0,3,0
22.62,2023-05-10 16:35:02,Debit,Virginia Beach,ATM,64.0,Doctor,102.0,1.0,7682.0,2024-11-04 8:11:17,0,3,2
126.83000000000001,2023-02-20 16:40:25,Debit,Austin,Branch,57.0,Retired,39.0,1.0,6100.98,2024-11-04 8:10:31,0,3,0
46.6,2023-08-30 17:54:55,Debit,Detroit,Online,55.0,Doctor,68.00000000000001,1.0,1562.9,2024-11-04 8:06:23,0,2,2
243.8,2023-01-03 16:42:41,Debit,San Francisco,Branch,57.0,Doctor,48.0,1.0,13732.81,2024-11-04 8:10:09,1,3,0
175.05,2023-01-02 17:05:16,Debit,nan,Online,39.0,Engineer,34.0,1.0,1447.35,2024-11-04 8:08:09,0,1,0
762.74,2023-05-02 17:24:54,Debit,Los Angeles,ATM,64.0,Doctor,244.0,1.0,207.1,2024-11-04 8:06:39,4,3,0
34.03,2023-05-22 17:09:30,Debit,Los Angeles,Branch,57.0,Engineer,37.99999999999999,1.0,3077.2,2024-11-04 8:09:59,0,3,2
15.950000000000001,2023-03-14 17:10:00,Debit,Raleigh,Branch,25.0,Student,52.00000000000001,1.0,1983.0,2024-11-04 8:11:39,0,0,0
297.65646754281164,2023-11-24 17:24:24,Debit,Milwaukee,ATM,57.0,Engineer,107.0,1.0,3120.1,2024-11-04 8:06:24,1,3,1
309.42,2023-10-18 16:51:31,Debit,Fresno,Branch,27.0,Engineer,42.00000000000001,1.0,8564.46,2024-11-04 8:10:21,1,0,1
476.99,2023-01-10 16:00:32,Debit,San Diego,Online,23.0,Student,187.0,1.0,1154.48,2024-11-04 8:10:10,2,0,0
320.11,nan,Debit,El Paso,Branch,23.0,Student,130.0,1.0,4076.4799999999996,2024-11-04 8:07:38,1,0,1
333.39,2023-09-11 16:36:59,Debit,Philadelphia,ATM,68.0,Doctor,35.0,1.0,10628.59,2024-11-04 8:08:37,1,4,1
10.3,2023-12-07 16:59:06,Debit,Fresno,ATM,47.0,Engineer,197.0,1.0,7801.32,2024-11-04 8:10:12,0,2,1
416.55,2023-05-05 17:31:53,Debit,Oklahoma City,Online,33.0,Engineer,73.0,1.0,922.9599999999999,nan,2,1,0
84.91,2023-10-16 18:38:15,Debit,Raleigh,Online,18.0,Student,68.00000000000001,1.0,5113.438123505977,2024-11-04 8:06:59,0,0,1
98.95,2023-12-29 17:37:37,Debit,Mesa,Branch,75.0,Retired,73.0,1.0,5670.82,2024-11-04 8:07:52,0,4,1
215.13,2023-01-05 16:02:42,Debit,Charlotte,Online,46.0,Engineer,114.0,1.0,3956.6899999999996,2024-11-04 8:08:16,1,2,0
341.88,2023-06-14 16:34:43,Debit,Austin,ATM,43.0,Engineer,89.0,1.0,4159.52,2024-11-04 8:11:00,1,2,2
691.92,2023-07-10 16:37:18,Debit,Boston,Online,19.0,Student,61.00000000000001,1.0,1084.65,2024-11-04 8:12:13,3,0,2
50.43,2023-07-10 16:06:28,Debit,San Jose,Branch,32.0,Doctor,51.00000000000001,1.0,9794.26,2024-11-04 8:09:10,0,1,2
440.43,2023-09-21 17:41:34,Debit,Colorado Springs,Branch,78.0,Retired,22.999999999999996,1.0,5123.24,2024-11-04 8:07:52,2,4,1
299.03,2023-01-19 17:27:01,Debit,Columbus,Branch,39.0,Engineer,52.00000000000001,1.0,1381.28,2024-11-04 8:10:02,1,1,0
1.98,2023-12-25 17:41:33,Debit,Seattle,ATM,66.0,Doctor,170.0,1.0,11619.1,2024-11-04 8:10:47,0,3,1
173.45,2023-12-25 16:25:43,Debit,Philadelphia,ATM,31.0,Engineer,161.0,1.0,9077.62,2024-11-04 8:07:11,0,1,1
438.76,2023-02-13 16:48:50,Debit,San Antonio,Branch,22.0,Student,73.0,1.0,1824.19,2024-11-04 8:11:13,2,0,0
738.68,2023-03-07 16:36:08,Debit,Chicago,Online,50.0,Doctor,123.99999999999999,1.0,14352.33,2024-11-04 8:11:40,4,2,0
151.14,2023-06-01 16:18:49,Debit,Memphis,Online,64.0,Retired,37.99999999999999,1.0,2156.54,2024-11-04 8:11:40,0,3,2
75.77,2023-08-07 17:48:31,Debit,Charlotte,Branch,51.0,Engineer,148.0,1.0,8361.7,2024-11-04 8:09:47,0,2,2
444.52,2023-04-04 16:11:34,Debit,Louisville,Online,27.0,Engineer,17.0,1.0,5424.6,2024-11-04 8:06:58,2,0,0
5.29,2023-03-08 18:51:57,Debit,Indianapolis,Online,52.0,Doctor,276.0,1.0,11263.89,2024-11-04 8:09:14,0,2,0
256.95,2023-05-04 16:37:21,Debit,San Diego,Branch,26.0,Engineer,71.0,1.0,2531.24,2024-11-04 8:08:10,1,0,0
84.28,2023-06-12 17:09:17,Debit,Memphis,Branch,39.0,Doctor,142.0,1.0,13586.06,2024-11-04 8:07:40,0,1,2
154.99,2023-08-28 17:07:08,Debit,Mesa,Branch,25.0,Student,53.00000000000001,1.0,1419.31,2024-11-04 8:08:06,0,0,2
481.53,2023-09-12 17:21:48,Debit,Atlanta,Branch,58.0,Retired,277.0,1.0,6142.54,2024-11-04 8:11:54,2,3,1
172.92,2023-08-28 16:56:05,Debit,Miami,Online,20.0,Student,212.0,1.0,416.37,2024-11-04 8:08:14,0,0,2
207.2,2024-01-01 16:12:32,Debit,Columbus,Online,60.0,Engineer,133.0,1.0,8092.9400000000005,2024-11-04 8:06:23,1,3,1
